"자치구","안심 주소","위도","경도","CCTV 수량","수정 일시"
"강남구","대치1-223-02","37.4913","127.0570","1","2022-12-01"
"강남구","대치1-224-00","37.4904","127.0632","1","2022-12-01"
"강남구","대치1-224-01","37.4904","127.0632","1","2022-12-01"
"강남구","대치1-224-02","37.4904","127.0632","1","2022-12-01"
"강남구","대치1-225-00","37.4964","127.0550","1","2022-12-01"
"강남구","대치1-225-01","37.4964","127.0550","1","2022-12-01"
"강남구","대치1-225-02","37.4964","127.0550","1","2022-12-01"
"강남구","대치1-225-03","37.4964","127.0550","1","2022-12-01"
"강남구","대치1-226-00","37.4976","127.0592","1","2022-12-01"
"강남구","대치1-226-01","37.4976","127.0592","1","2022-12-01"
"강남구","대치1-226-02","37.4976","127.0592","1","2022-12-01"
"강남구","대치1-226-03","37.4976","127.0592","1","2022-12-01"
"강남구","대치1-226-04","37.4976","127.0592","1","2022-12-01"
"강남구","대치1-227-00","37.4895","127.0563","1","2022-12-01"
"강남구","대치1-227-01","37.4895","127.0563","1","2022-12-01"
"강남구","대치1-227-02","37.4895","127.0563","1","2022-12-01"
"강남구","대치1-227-03","37.4895","127.0563","1","2022-12-01"
"강남구","대치1-228-00","37.4935","127.0617","1","2022-12-01"
"강남구","대치1-228-01","37.4935","127.0617","1","2022-12-01"
"강남구","대치1-228-02","37.4935","127.0617","1","2022-12-01"
"강남구","대치1-229-00","37.4949","127.0567","1","2022-12-01"
"강남구","대치1-229-01","37.4949","127.0567","1","2022-12-01"
"강남구","대치1-229-02","37.4949","127.0567","1","2022-12-01"
"강남구","대치1-230-00","37.4924","127.0582","1","2022-12-01"
"강남구","대치1-230-01","37.4924","127.0582","1","2022-12-01"
"강남구","대치1-230-02","37.4924","127.0582","1","2022-12-01"
"강남구","대치1-230-03","37.4924","127.0582","1","2022-12-01"
"강남구","대치1-231-00","37.4969","127.0614","1","2022-12-01"
"강남구","대치1-231-01","37.4969","127.0614","1","2022-12-01"
"강남구","대치1-231-02","37.4969","127.0614","1","2022-12-01"
"강남구","대치1-232-00","37.4942","127.0630","1","2022-12-01"
"강남구","대치1-232-01","37.4942","127.0630","1","2022-12-01"
"강남구","대치1-232-02","37.4942","127.0630","1","2022-12-01"
"강남구","대치1-233-00","37.4986","127.0606","1","2022-12-01"
"강남구","대치1-233-01","37.4986","127.0606","1","2022-12-01"
"강남구","대치1-233-02","37.4986","127.0606","1","2022-12-01"
"강남구","대치1-234-00","37.4957","127.0594","1","2022-12-01"
"강남구","대치1-234-01","37.4957","127.0594","1","2022-12-01"
"강남구","대치1-234-02","37.4957","127.0594","1","2022-12-01"
"강남구","대치1-234-03","37.4957","127.0594","1","2022-12-01"
"강남구","대치1-235-00","37.4960","127.0616","1","2022-12-01"
"강남구","대치1-235-01","37.4960","127.0616","1","2022-12-01"
"강남구","대치1-235-02","37.4960","127.0616","1","2022-12-01"
"강남구","대치1-236-00","37.4946","127.0630","1","2022-12-01"
"강남구","대치1-236-01","37.4946","127.0630","1","2022-12-01"
"강남구","대치1-236-02","37.4946","127.0630","1","2022-12-01"
"강남구","대치1-236-03","37.4946","127.0630","1","2022-12-01"
"강남구","대치1-237-00","37.4912","127.0555","1","2022-12-01"
"강남구","대치1-237-01","37.4912","127.0555","1","2022-12-01"
"강남구","대치1-237-02","37.4912","127.0555","1","2022-12-01"
"강남구","대치1-237-03","37.4912","127.0555","1","2022-12-01"
"강남구","대치1-237-04","37.4912","127.0555","1","2022-12-01"
"강남구","대치1-238-00","37.4938","127.0612","1","2022-12-01"
"강남구","대치1-238-01","37.4938","127.0612","1","2022-12-01"
"강남구","대치1-238-02","37.4938","127.0612","1","2022-12-01"
"강남구","대치1-239-00","37.4903","127.0645","1","2022-12-01"
"강남구","대치1-239-01","37.4903","127.0645","1","2022-12-01"
"강남구","대치1-239-02","37.4903","127.0645","1","2022-12-01"
"강남구","대치1-239-03","37.4903","127.0645","1","2022-12-01"
"강남구","대치1-240-00","37.4963","127.0599","1","2022-12-01"
"강남구","대치1-240-01","37.4963","127.0599","1","2022-12-01"
"강남구","대치1-240-02","37.4963","127.0599","1","2022-12-01"
"강남구","대치1-240-03","37.4963","127.0599","1","2022-12-01"
"강남구","대치1-240-04","37.4963","127.0599","1","2022-12-01"
"강남구","대치1-241-00","37.4921","127.0576","1","2022-12-01"
"강남구","대치1-241-01","37.4921","127.0576","1","2022-12-01"
"강남구","대치1-241-02","37.4921","127.0576","1","2022-12-01"
"강남구","대치1-242-00","37.4938","127.0634","1","2022-12-01"
"강남구","대치1-242-01","37.4938","127.0634","1","2022-12-01"
"강남구","대치1-242-02","37.4938","127.0634","1","2022-12-01"
"강남구","대치1-242-03","37.4938","127.0634","1","2022-12-01"
"강남구","대치1-243-00","37.4968","127.0618","1","2022-12-01"
"강남구","대치1-243-01","37.4968","127.0618","1","2022-12-01"
"강남구","대치1-243-02","37.4968","127.0618","1","2022-12-01"
"강남구","대치1-243-03","37.4968","127.0618","1","2022-12-01"
"강남구","대치1-244-00","37.4969","127.0571","1","2022-12-01"
"강남구","대치1-244-01","37.4969","127.0571","1","2022-12-01"
"강남구","대치1-244-02","37.4969","127.0571","1","2022-12-01"
"강남구","대치2-101-00","37.5079","127.0608","1","2022-12-01"
"강남구","대치2-101-01","37.5079","127.0608","1","2022-12-01"
"강남구","대치2-101-02","37.5079","127.0608","1","2022-12-01"
"강남구","대치2-102-00","37.4986","127.0684","1","2022-12-01"
"강남구","대치2-102-01","37.4986","127.0684","1","2022-12-01"
"강남구","대치2-102-02","37.4986","127.0684","1","2022-12-01"
"강남구","대치2-103-00","37.5004","127.0648","1","2022-12-01"
"강남구","대치2-103-01","37.5004","127.0648","1","2022-12-01"
"강남구","대치2-103-02","37.5004","127.0648","1","2022-12-01"
"강남구","대치2-104-00","37.4992","127.0625","1","2022-12-01"
"강남구","대치2-104-01","37.4992","127.0625","1","2022-12-01"
"강남구","대치2-104-02","37.4992","127.0625","1","2022-12-01"
"강남구","대치2-105-00","37.5073","127.0636","1","2022-12-01"
"강남구","대치2-105-01","37.5073","127.0636","1","2022-12-01"
"강남구","대치2-105-02","37.5073","127.0636","1","2022-12-01"
"강남구","대치2-106-00","37.5086","127.0670","1","2022-12-01"
"강남구","대치2-107-00","37.4996","127.0637","1","2022-12-01"
"강남구","대치2-107-01","37.4996","127.0637","1","2022-12-01"
"강남구","대치2-107-02","37.4996","127.0637","1","2022-12-01"
"강남구","대치2-108-00","37.5014","127.0598","1","2022-12-01"
"강남구","대치2-108-01","37.5014","127.0598","1","2022-12-01"
"강남구","대치2-108-02","37.5014","127.0598","1","2022-12-01"
"강남구","대치2-109-00","37.5001","127.0623","1","2022-12-01"
"강남구","대치2-110-00","37.5036","127.0605","1","2022-12-01"
"강남구","대치2-111-00","37.5040","127.0618","1","2022-12-01"
"강남구","대치2-112-00","37.5003","127.0604","1","2022-12-01"
"강남구","대치2-112-01","37.5003","127.0604","1","2022-12-01"
"강남구","대치2-112-02","37.5003","127.0604","1","2022-12-01"
"강남구","대치2-113-00","37.5026","127.0678","1","2022-12-01"
"강남구","대치2-114-00","37.5081","127.0653","1","2022-12-01"
"강남구","대치2-115-00","37.4988","127.0628","1","2022-12-01"
"강남구","대치2-116-00","37.5005","127.0632","1","2022-12-01"
"강남구","대치2-117-00","37.5009","127.0647","1","2022-12-01"
"강남구","대치2-118-00","37.5065","127.0632","1","2022-12-01"
"강남구","대치2-119-00","37.5038","127.0629","1","2022-12-01"
"강남구","대치2-201-00","37.4984","127.0692","1","2022-12-01"
"강남구","대치2-201-01","37.4984","127.0692","1","2022-12-01"
"강남구","대치2-201-02","37.4984","127.0692","1","2022-12-01"
"강남구","대치2-201-03","37.4984","127.0692","1","2022-12-01"
"강남구","대치2-203-00","37.4965","127.0638","1","2022-12-01"
"강남구","대치2-203-01","37.4965","127.0638","1","2022-12-01"
"강남구","대치2-203-02","37.4965","127.0638","1","2022-12-01"
"강남구","대치2-204-00","37.4951","127.0657","1","2022-12-01"
"강남구","대치2-204-01","37.4951","127.0657","1","2022-12-01"
"강남구","대치2-205-00","37.4917","127.0683","1","2022-12-01"
"강남구","대치2-205-01","37.4917","127.0683","1","2022-12-01"
"강남구","대치2-205-02","37.4917","127.0683","1","2022-12-01"
"강남구","대치2-206-00","37.4943","127.0700","1","2022-12-01"
"강남구","대치2-206-01","37.4943","127.0700","1","2022-12-01"
"강남구","대치2-206-02","37.4943","127.0700","1","2022-12-01"
"강남구","대치2-207-00","37.4962","127.0698","1","2022-12-01"
"강남구","대치2-207-01","37.4962","127.0698","1","2022-12-01"
"강남구","대치2-207-02","37.4962","127.0698","1","2022-12-01"
"강남구","대치2-208-00","37.5071","127.0627","1","2022-12-01"
"강남구","대치2-208-01","37.5071","127.0627","1","2022-12-01"
"강남구","대치2-208-02","37.5071","127.0627","1","2022-12-01"
"강남구","대치2-208-03","37.5071","127.0627","1","2022-12-01"
"강남구","대치2-209-00","37.5060","127.0626","1","2022-12-01"
"강남구","대치2-209-01","37.5060","127.0626","1","2022-12-01"
"강남구","대치2-209-02","37.5060","127.0626","1","2022-12-01"
"강남구","대치2-209-03","37.5060","127.0626","1","2022-12-01"
"강남구","대치2-210-00","37.5067","127.0615","1","2022-12-01"
"강남구","대치2-210-01","37.5067","127.0615","1","2022-12-01"
"강남구","대치2-210-02","37.5067","127.0615","1","2022-12-01"
"강남구","대치2-210-03","37.5067","127.0615","1","2022-12-01"
"강남구","대치2-210-04","37.5067","127.0615","1","2022-12-01"
"강남구","대치2-211-00","37.5040","127.0612","1","2022-12-01"
"강남구","대치2-211-01","37.5040","127.0612","1","2022-12-01"
"강남구","대치2-211-02","37.5040","127.0612","1","2022-12-01"
"강남구","대치2-211-03","37.5040","127.0612","1","2022-12-01"
"강남구","대치2-211-04","37.5040","127.0612","1","2022-12-01"
"강남구","대치2-212-00","37.5053","127.0593","1","2022-12-01"
"강남구","대치2-212-01","37.5053","127.0593","1","2022-12-01"
"강남구","대치2-212-02","37.5053","127.0593","1","2022-12-01"
"강남구","대치2-212-03","37.5053","127.0593","1","2022-12-01"
"강남구","대치2-213-00","37.5040","127.0590","1","2022-12-01"
"강남구","대치2-215-00","37.5033","127.0614","1","2022-12-01"
"강남구","대치2-215-01","37.5033","127.0614","1","2022-12-01"
"강남구","대치2-215-02","37.5033","127.0614","1","2022-12-01"
"강남구","대치2-215-03","37.5033","127.0614","1","2022-12-01"
"강남구","대치2-215-04","37.5033","127.0614","1","2022-12-01"
"강남구","대치2-217-00","37.5040","127.0644","1","2022-12-01"
"강남구","대치2-217-01","37.5040","127.0644","1","2022-12-01"
"강남구","대치2-217-02","37.5040","127.0644","1","2022-12-01"
"강남구","대치2-217-03","37.5040","127.0644","1","2022-12-01"
"강남구","대치2-218-00","37.5038","127.0629","1","2022-12-01"
"강남구","대치2-218-01","37.5038","127.0629","1","2022-12-01"
"강남구","대치2-218-02","37.5038","127.0629","1","2022-12-01"
"강남구","대치2-218-03","37.5038","127.0629","1","2022-12-01"
"강남구","대치2-218-04","37.5038","127.0629","1","2022-12-01"
"강남구","대치2-222-00","37.5019","127.0654","1","2022-12-01"
"강남구","대치2-223-00","37.5028","127.0622","1","2022-12-01"
"강남구","대치2-223-01","37.5028","127.0622","1","2022-12-01"
"강남구","대치2-223-02","37.5028","127.0622","1","2022-12-01"
"강남구","대치2-223-03","37.5028","127.0622","1","2022-12-01"
"강남구","대치2-223-04","37.5028","127.0622","1","2022-12-01"
"강남구","대치2-224-00","37.5009","127.0646","1","2022-12-01"
"강남구","대치2-224-01","37.5009","127.0646","1","2022-12-01"
"강남구","대치2-224-02","37.5009","127.0646","1","2022-12-01"
"강남구","대치2-225-00","37.4988","127.0628","1","2022-12-01"
"강남구","대치2-226-00","37.4991","127.0638","1","2022-12-01"
"강남구","대치2-226-01","37.4991","127.0638","1","2022-12-01"
"강남구","대치2-226-02","37.4991","127.0638","1","2022-12-01"
"강남구","대치2-226-03","37.4991","127.0638","1","2022-12-01"
"강남구","대치2-227-00","37.4984","127.0681","1","2022-12-01"
"강남구","대치2-228-00","37.4991","127.0723","1","2022-12-01"
"강남구","대치2-228-01","37.4991","127.0723","1","2022-12-01"
"강남구","대치2-228-02","37.4991","127.0723","1","2022-12-01"
"강남구","대치2-229-00","37.4929","127.0643","1","2022-12-01"
"강남구","대치2-229-01","37.4929","127.0643","1","2022-12-01"
"강남구","대치2-229-02","37.4929","127.0643","1","2022-12-01"
"강남구","대치2-230-00","37.4911","127.0654","1","2022-12-01"
"강남구","대치2-230-01","37.4911","127.0654","1","2022-12-01"
"강남구","대치2-230-02","37.4911","127.0654","1","2022-12-01"
"강남구","대치2-231-00","37.4953","127.0668","1","2022-12-01"
"강남구","대치2-231-01","37.4953","127.0668","2","2022-12-01"
"강남구","대치2-231-02","37.4953","127.0668","1","2022-12-01"
"강남구","대치2-231-03","37.4953","127.0668","1","2022-12-01"
"강남구","대치2-232-00","37.4953","127.0695","1","2022-12-01"
"강남구","대치2-232-01","37.4953","127.0695","1","2022-12-01"
"강남구","대치2-232-02","37.4953","127.0695","1","2022-12-01"
"강남구","대치2-232-03","37.4953","127.0695","1","2022-12-01"
"강남구","대치2-233-00","37.5046","127.0603","1","2022-12-01"
"강남구","대치2-233-01","37.5046","127.0603","1","2022-12-01"
"강남구","대치2-233-02","37.5046","127.0603","1","2022-12-01"
"강남구","대치2-233-03","37.5046","127.0603","1","2022-12-01"
"강남구","대치2-234-00","37.5043","127.0596","1","2022-12-01"
"강남구","대치2-236-00","37.5024","127.0637","1","2022-12-01"
"강남구","대치2-236-01","37.5024","127.0637","1","2022-12-01"
"강남구","대치2-236-02","37.5024","127.0637","1","2022-12-01"
"강남구","대치2-237-00","37.5005","127.0631","1","2022-12-01"
"강남구","대치2-237-01","37.5005","127.0631","1","2022-12-01"
"강남구","대치2-237-02","37.5005","127.0631","1","2022-12-01"
"강남구","대치2-237-03","37.5005","127.0631","1","2022-12-01"
"강남구","대치2-237-04","37.5005","127.0631","1","2022-12-01"
"강남구","대치2-239-00","37.5055","127.0636","1","2022-12-01"
"강남구","대치2-239-01","37.5055","127.0636","1","2022-12-01"
"강남구","대치2-239-02","37.5055","127.0636","1","2022-12-01"
"강남구","대치2-239-03","37.5055","127.0636","1","2022-12-01"
"강남구","대치2-240-00","37.5057","127.0605","1","2022-12-01"
"강남구","대치2-240-01","37.5057","127.0605","1","2022-12-01"
"강남구","대치2-240-02","37.5057","127.0605","1","2022-12-01"
"강남구","대치2-240-03","37.5057","127.0605","1","2022-12-01"
"강남구","대치2-241-00","37.4938","127.0713","1","2022-12-01"
"강남구","대치2-241-01","37.4938","127.0713","1","2022-12-01"
"강남구","대치2-241-02","37.4938","127.0713","1","2022-12-01"
"강남구","대치2-242-00","37.5063","127.0602","1","2022-12-01"
"강남구","대치2-242-01","37.5063","127.0602","1","2022-12-01"
"강남구","대치2-242-02","37.5063","127.0602","1","2022-12-01"
"강남구","대치2-242-03","37.5063","127.0602","1","2022-12-01"
"강남구","대치2-242-04","37.5063","127.0602","1","2022-12-01"
"강남구","대치2-244-00","37.4937","127.0640","1","2022-12-01"
"강남구","대치2-244-01","37.4937","127.0640","1","2022-12-01"
"강남구","대치2-244-02","37.4937","127.0640","1","2022-12-01"
"강남구","대치2-245-00","37.5044","127.0590","1","2022-12-01"
"강남구","대치2-245-01","37.5044","127.0590","1","2022-12-01"
"강남구","대치2-245-02","37.5044","127.0590","1","2022-12-01"
"강남구","대치2-246-00","37.5010","127.0618","1","2022-12-01"
"강남구","대치2-246-01","37.5010","127.0618","1","2022-12-01"
"강남구","대치2-246-02","37.5010","127.0618","1","2022-12-01"
"강남구","대치2-246-03","37.5010","127.0618","1","2022-12-01"
"강남구","대치2-248-00","37.4940","127.0711","1","2022-12-01"
"강남구","대치2-248-01","37.4940","127.0711","1","2022-12-01"
"강남구","대치2-248-02","37.4940","127.0711","1","2022-12-01"
"강남구","대치2-248-03","37.4940","127.0711","1","2022-12-01"
"강남구","대치2-248-04","37.4940","127.0711","1","2022-12-01"
"강남구","대치2-249-00","37.5011","127.0634","1","2022-12-01"
"강남구","대치2-249-01","37.5011","127.0634","1","2022-12-01"
"강남구","대치2-249-02","37.5011","127.0634","1","2022-12-01"
"강남구","대치2-249-03","37.5011","127.0634","1","2022-12-01"
"강남구","대치2-251-00","37.5000","127.0624","1","2022-12-01"
"강남구","대치2-251-01","37.5000","127.0624","1","2022-12-01"
"강남구","대치2-251-02","37.5000","127.0624","1","2022-12-01"
"강남구","대치2-251-03","37.5000","127.0624","1","2022-12-01"
"강남구","대치2-252-00","37.5054","127.0679","1","2022-12-01"
"강남구","대치2-252-01","37.5054","127.0679","1","2022-12-01"
"강남구","대치2-252-02","37.5054","127.0679","1","2022-12-01"
"강남구","대치2-252-03","37.5054","127.0679","1","2022-12-01"
"강남구","대치2-253-00","37.5069","127.0620","1","2022-12-01"
"강남구","대치2-253-01","37.5069","127.0620","1","2022-12-01"
"강남구","대치2-253-02","37.5069","127.0620","1","2022-12-01"
"강남구","대치2-253-03","37.5069","127.0620","1","2022-12-01"
"강남구","대치2-253-04","37.5069","127.0620","1","2022-12-01"
"강남구","대치2-254-00","37.5072","127.0649","1","2022-12-01"
"강남구","대치2-254-01","37.5072","127.0649","1","2022-12-01"
"강남구","대치2-254-02","37.5072","127.0649","1","2022-12-01"
"강남구","대치2-255-00","37.4960","127.0678","1","2022-12-01"
"강남구","대치2-255-01","37.4960","127.0678","1","2022-12-01"
"강남구","대치2-255-02","37.4960","127.0678","1","2022-12-01"
"강남구","대치2-256-00","37.5059","127.0589","1","2022-12-01"
"강남구","대치2-256-01","37.5059","127.0589","1","2022-12-01"
"강남구","대치2-256-02","37.5059","127.0589","1","2022-12-01"
"강남구","대치2-256-03","37.5059","127.0589","1","2022-12-01"
"강남구","대치2-256-04","37.5059","127.0589","1","2022-12-01"
"강남구","대치2-257-00","37.5000","127.0667","1","2022-12-01"
"강남구","대치2-257-01","37.5000","127.0667","1","2022-12-01"
"강남구","대치2-257-02","37.5000","127.0667","1","2022-12-01"
"강남구","대치2-257-03","37.5000","127.0667","1","2022-12-01"
"강남구","대치2-258-00","37.5002","127.0623","1","2022-12-01"
"강남구","대치2-258-01","37.5002","127.0623","1","2022-12-01"
"강남구","대치2-258-02","37.5002","127.0623","1","2022-12-01"
"강남구","대치2-258-03","37.5002","127.0623","1","2022-12-01"
"강남구","대치2-258-04","37.5002","127.0623","1","2022-12-01"
"강남구","대치2-259-00","37.5042","127.0643","1","2022-12-01"
"강남구","대치2-259-01","37.5042","127.0643","1","2022-12-01"
"강남구","대치2-259-02","37.5042","127.0643","1","2022-12-01"
"강남구","대치2-259-03","37.5042","127.0643","1","2022-12-01"
"강남구","대치2-260-00","37.4957","127.0697","1","2022-12-01"
"강남구","대치2-260-01","37.4957","127.0697","1","2022-12-01"
"강남구","대치2-260-02","37.4957","127.0697","1","2022-12-01"
"강남구","대치2-260-03","37.4957","127.0697","1","2022-12-01"
"강남구","대치2-260-04","37.4957","127.0697","1","2022-12-01"
"강남구","대치2-261-00","37.4994","127.0648","1","2022-12-01"
"강남구","대치2-261-01","37.4994","127.0648","1","2022-12-01"
"강남구","대치2-261-02","37.4994","127.0648","1","2022-12-01"
"강남구","대치2-261-03","37.4994","127.0648","1","2022-12-01"
"강남구","대치2-262-00","37.5050","127.0670","1","2022-12-01"
"강남구","대치2-262-01","37.5050","127.0670","1","2022-12-01"
"강남구","대치2-262-02","37.5050","127.0670","1","2022-12-01"
"강남구","대치2-262-03","37.5050","127.0670","1","2022-12-01"
"강남구","대치2-263-00","37.5032","127.0601","1","2022-12-01"
"강남구","대치2-263-01","37.5032","127.0601","1","2022-12-01"
"강남구","대치2-263-02","37.5032","127.0601","1","2022-12-01"
"강남구","대치2-263-03","37.5032","127.0601","1","2022-12-01"
"강남구","대치2-265-00","37.4943","127.0636","1","2022-12-01"
"강남구","대치2-265-01","37.4943","127.0636","1","2022-12-01"
"강남구","대치2-265-02","37.4943","127.0636","1","2022-12-01"
"강남구","대치2-265-03","37.4943","127.0636","1","2022-12-01"
"강남구","대치2-265-04","37.4943","127.0636","1","2022-12-01"
"강남구","대치2-266-00","37.5026","127.0644","1","2022-12-01"
"강남구","대치2-266-01","37.5026","127.0644","1","2022-12-01"
"강남구","대치2-266-02","37.5026","127.0644","1","2022-12-01"
"강남구","대치2-266-03","37.5026","127.0644","1","2022-12-01"
"강남구","대치2-267-00","37.5006","127.0630","1","2022-12-01"
"강남구","대치2-268-00","37.5019","127.0602","1","2022-12-01"
"강남구","대치2-268-01","37.5019","127.0602","1","2022-12-01"
"강남구","대치2-268-02","37.5019","127.0602","1","2022-12-01"
"강남구","대치2-268-03","37.5019","127.0602","1","2022-12-01"
"강남구","대치2-269-00","37.5044","127.0585","1","2022-12-01"
"강남구","대치2-269-01","37.5044","127.0585","1","2022-12-01"
"강남구","대치2-269-02","37.5044","127.0585","1","2022-12-01"
"강남구","대치2-270-00","37.5025","127.0625","1","2022-12-01"
"강남구","대치2-270-01","37.5025","127.0625","1","2022-12-01"
"강남구","대치2-270-02","37.5025","127.0625","1","2022-12-01"
"강남구","대치2-270-03","37.5025","127.0625","1","2022-12-01"
"강남구","대치2-271-00","37.5055","127.0576","1","2022-12-01"
"강남구","대치2-271-01","37.5055","127.0576","1","2022-12-01"
"강남구","대치2-271-02","37.5055","127.0576","1","2022-12-01"
"강남구","대치2-271-03","37.5055","127.0576","1","2022-12-01"
"강남구","대치2-272-00","37.5021","127.0705","1","2022-12-01"
"강남구","대치2-272-01","37.5021","127.0705","1","2022-12-01"
"강남구","대치2-272-02","37.5021","127.0705","1","2022-12-01"
"강남구","대치2-272-03","37.5021","127.0705","1","2022-12-01"
"강남구","대치2-273-00","37.5027","127.0590","1","2022-12-01"
"강남구","대치2-273-01","37.5027","127.0590","1","2022-12-01"
"강남구","대치2-273-02","37.5027","127.0590","1","2022-12-01"
"강남구","대치2-273-03","37.5027","127.0590","1","2022-12-01"
"강남구","대치2-274-00","37.5046","127.0611","1","2022-12-01"
"강남구","대치2-274-01","37.5046","127.0611","1","2022-12-01"
"강남구","대치2-274-02","37.5046","127.0611","1","2022-12-01"
"강남구","대치2-274-03","37.5046","127.0611","1","2022-12-01"
"강남구","대치2-275-00","37.5065","127.0623","1","2022-12-01"
"강남구","대치2-275-01","37.5065","127.0623","1","2022-12-01"
"강남구","대치2-276-00","37.5016","127.0629","1","2022-12-01"
"강남구","대치2-277-00","37.5018","127.0633","1","2022-12-01"
"강남구","대치2-277-01","37.5018","127.0633","1","2022-12-01"
"강남구","대치2-277-02","37.5018","127.0633","1","2022-12-01"
"강남구","대치2-278-00","37.5032","127.0629","1","2022-12-01"
"강남구","대치2-278-01","37.5032","127.0629","1","2022-12-01"
"강남구","대치2-278-02","37.5032","127.0629","1","2022-12-01"
"강남구","대치2-278-03","37.5032","127.0629","1","2022-12-01"
"강남구","대치2-279-00","37.5064","127.0662","1","2022-12-01"
"강남구","대치2-279-01","37.5064","127.0662","1","2022-12-01"
"강남구","대치2-279-02","37.5064","127.0662","1","2022-12-01"
"강남구","대치2-279-03","37.5064","127.0662","1","2022-12-01"
"강남구","대치2-279-04","37.5064","127.0662","1","2022-12-01"
"강남구","대치4-101-00","37.4976","127.0524","1","2022-12-01"
"강남구","대치4-101-01","37.4976","127.0524","1","2022-12-01"
"강남구","대치4-101-02","37.4976","127.0524","1","2022-12-01"
"강남구","대치4-102-00","37.4980","127.0579","1","2022-12-01"
"강남구","대치4-102-01","37.4980","127.0579","1","2022-12-01"
"강남구","대치4-102-02","37.4980","127.0579","1","2022-12-01"
"강남구","대치4-103-00","37.4989","127.0605","1","2022-12-01"
"강남구","대치4-103-01","37.4989","127.0605","1","2022-12-01"
"강남구","대치4-103-02","37.4989","127.0605","1","2022-12-01"
"강남구","대치4-104-00","37.5046","127.0502","1","2022-12-01"
"강남구","대치4-104-01","37.5046","127.0502","1","2022-12-01"
"강남구","대치4-104-02","37.5046","127.0502","1","2022-12-01"
"강남구","대치4-105-00","37.5012","127.0526","1","2022-12-01"
"강남구","대치4-106-00","37.5019","127.0552","1","2022-12-01"
"강남구","대치4-107-00","37.5042","127.0562","1","2022-12-01"
"강남구","대치4-108-00","37.5048","127.0559","1","2022-12-01"
"강남구","대치4-109-00","37.4998","127.0514","1","2022-12-01"
"강남구","대치4-110-00","37.5036","127.0516","1","2022-12-01"
"강남구","대치4-112-00","37.4982","127.0541","1","2022-12-01"
"강남구","대치4-113-00","37.5007","127.0577","1","2022-12-01"
"강남구","대치4-114-00","37.5017","127.0572","1","2022-12-01"
"강남구","대치4-115-00","37.5003","127.0529","1","2022-12-01"
"강남구","대치4-116-00","37.4989","127.0583","1","2022-12-01"
"강남구","대치4-117-00","37.4991","127.0526","1","2022-12-01"
"강남구","대치4-201-00","37.5044","127.0545","1","2022-12-01"
"강남구","대치4-201-01","37.5044","127.0545","1","2022-12-01"
"강남구","대치4-201-02","37.5044","127.0545","1","2022-12-01"
"강남구","대치4-201-03","37.5044","127.0545","1","2022-12-01"
"강남구","대치4-201-04","37.5044","127.0545","1","2022-12-01"
"강남구","대치4-202-00","37.5043","127.0562","1","2022-12-01"
"강남구","대치4-202-01","37.5043","127.0562","1","2022-12-01"
"강남구","대치4-202-02","37.5043","127.0562","1","2022-12-01"
"강남구","대치4-202-03","37.5043","127.0562","1","2022-12-01"
"강남구","대치4-203-00","37.5019","127.0514","1","2022-12-01"
"강남구","대치4-203-01","37.5019","127.0514","1","2022-12-01"
"강남구","대치4-203-02","37.5019","127.0514","1","2022-12-01"
"강남구","대치4-204-00","37.5031","127.0526","1","2022-12-01"
"강남구","대치4-204-01","37.5031","127.0526","1","2022-12-01"
"강남구","대치4-204-02","37.5031","127.0526","1","2022-12-01"
"강남구","대치4-205-00","37.5022","127.0534","1","2022-12-01"
"강남구","대치4-205-01","37.5022","127.0534","1","2022-12-01"
"강남구","대치4-205-02","37.5022","127.0534","1","2022-12-01"
"강남구","대치4-205-03","37.5022","127.0534","1","2022-12-01"
"강남구","대치4-205-04","37.5022","127.0534","1","2022-12-01"
"강남구","대치4-206-00","37.5028","127.0554","1","2022-12-01"
"강남구","대치4-206-01","37.5028","127.0554","1","2022-12-01"
"강남구","대치4-206-02","37.5028","127.0554","1","2022-12-01"
"강남구","대치4-206-03","37.5028","127.0554","1","2022-12-01"
"강남구","대치4-207-00","37.5023","127.0539","1","2022-12-01"
"강남구","대치4-207-01","37.5023","127.0539","1","2022-12-01"
"강남구","대치4-207-02","37.5023","127.0539","1","2022-12-01"
"강남구","대치4-207-03","37.5023","127.0539","1","2022-12-01"
"강남구","대치4-207-04","37.5023","127.0539","1","2022-12-01"
"강남구","대치4-208-00","37.5022","127.0584","1","2022-12-01"
"강남구","대치4-209-00","37.5015","127.0583","1","2022-12-01"
"강남구","대치4-210-01","37.5007","127.0577","1","2022-12-01"
"강남구","대치4-210-02","37.5007","127.0577","1","2022-12-01"
"강남구","대치4-210-03","37.5007","127.0577","1","2022-12-01"
"강남구","대치4-211-00","37.5015","127.0563","1","2022-12-01"
"강남구","대치4-211-01","37.5015","127.0563","1","2022-12-01"
"강남구","대치4-211-02","37.5015","127.0563","1","2022-12-01"
"강남구","대치4-211-03","37.5015","127.0563","1","2022-12-01"
"강남구","대치4-212-00","37.5011","127.0552","1","2022-12-01"
"강남구","대치4-212-01","37.5011","127.0552","1","2022-12-01"
"강남구","대치4-212-02","37.5011","127.0552","1","2022-12-01"
"강남구","대치4-212-03","37.5011","127.0552","1","2022-12-01"
"강남구","대치4-213-00","37.5003","127.0545","1","2022-12-01"
"강남구","대치4-213-01","37.5003","127.0545","1","2022-12-01"
"강남구","대치4-213-02","37.5003","127.0545","1","2022-12-01"
